Epoch,Training Loss,Validation Loss
80,6.791624764446169e-05,7.569340959889814e-05
81,6.571756239281967e-05,7.194357021944597e-05
82,7.175844075391069e-05,7.099233334884048e-05
83,6.376981036737561e-05,7.868018292356282e-05
84,6.49210560368374e-05,6.760019459761679e-05
85,6.0555379604920745e-05,7.234450458781794e-05
86,5.35995168320369e-05,6.235983164515346e-05
87,5.2006762416567653e-05,5.978832996333949e-05
88,5.112453436595388e-05,6.461767770815641e-05
89,5.2089919336140156e-05,6.030480290064588e-05
90,4.847442687605508e-05,5.671775579685345e-05
91,4.732404340757057e-05,5.805264299851842e-05
92,4.831578553421423e-05,5.8607402024790645e-05
93,4.91781574964989e-05,5.5517739383503795e-05
94,4.615940270014107e-05,5.396881533670239e-05
95,4.4625943701248616e-05,5.670620521414094e-05
96,4.4516542402561754e-05,5.488679016707465e-05
97,4.5657801820198074e-05,5.706784941139631e-05
98,4.5414599298965186e-05,5.334677916835062e-05
99,4.562138201436028e-05,5.566237450693734e-05
100,4.507272387854755e-05,5.382606832426973e-05
101,4.490574428928085e-05,5.3253519581630826e-05
102,4.354961129138246e-05,5.2320334361866117e-05
103,4.050959614687599e-05,4.843906936002895e-05
104,4.028494731755927e-05,4.92690596729517e-05
105,4.002932837465778e-05,4.884924419457093e-05
106,4.049090057378635e-05,4.8008467274485156e-05
107,4.008219548268244e-05,5.071453779237345e-05
108,3.94073904317338e-05,4.907854599878192e-05
109,3.8233054510783404e-05,4.653822543332353e-05
110,3.6706092942040414e-05,4.621110565494746e-05
111,3.8789028621977195e-05,4.888301555183716e-05
112,4.0271785110235214e-05,4.58548529422842e-05
113,3.975955041823909e-05,6.415173993445933e-05
114,4.665863161790185e-05,5.518376565305516e-05
115,4.256478132447228e-05,5.003110345569439e-05
116,3.964874122175388e-05,5.074390355730429e-05
117,3.545235813362524e-05,4.438547694007866e-05
118,3.331968764541671e-05,4.161097604082897e-05
119,3.48150497302413e-05,4.9381644203094766e-05
120,3.950422251364216e-05,5.5558666645083576e-05
121,4.334892946644686e-05,4.6754241338931024e-05
122,5.000617966288701e-05,6.647045665886253e-05
123,4.44707038695924e-05,4.972278111381456e-05
124,3.520745667628944e-05,4.129602530156262e-05
125,3.378837209311314e-05,4.081373481312767e-05
126,3.3387324947398156e-05,4.3062580516561866e-05
127,3.449015275691636e-05,4.082268424099311e-05
128,3.363225914654322e-05,4.8582405725028366e-05
129,3.8645026506856084e-05,4.231943603372201e-05
130,3.282607576693408e-05,4.297234409023076e-05
131,3.813885268755257e-05,5.0115224439650774e-05
132,3.9931976061780006e-05,4.0596416511107236e-05
133,3.071925675612874e-05,3.9427650335710496e-05
134,2.9290316888364032e-05,3.920117887901142e-05
135,3.073277184739709e-05,4.3342493881937116e-05
136,3.256233685533516e-05,4.436231392901391e-05
137,3.3950032957363874e-05,4.047260154038668e-05
138,3.01503805530956e-05,3.866941187880002e-05
139,2.7810659958049655e-05,3.7784691812703386e-05
140,2.9483780963346362e-05,3.8367223169188946e-05
141,2.9939395972178318e-05,4.03644735342823e-05
142,3.499875674606301e-05,4.0546921809436753e-05
143,2.989153472299222e-05,3.501597166177817e-05
144,2.753041007963475e-05,3.9596234273631126e-05
145,2.7361684260540642e-05,3.698670843732543e-05
146,2.717032293730881e-05,3.64127590728458e-05
147,2.825986302923411e-05,3.7545381928794086e-05
148,3.0162205803208053e-05,4.7633635404054075e-05
149,2.9380744308582507e-05,3.702520189108327e-05
150,2.7685347959049977e-05,4.059673665324226e-05
151,3.0676372261950746e-05,4.842204361921176e-05
152,2.9703656764468178e-05,3.339004979352467e-05
153,2.5332512450404465e-05,3.3415410143788904e-05
154,2.399598088231869e-05,3.241439480916597e-05
155,2.38429092860315e-05,3.43627980328165e-05
156,2.489900725777261e-05,3.176926838932559e-05
157,2.3375854652840644e-05,3.1422234314959496e-05
158,2.3772672648192383e-05,3.2414562156191096e-05
159,3.0059973141760565e-05,3.636218752944842e-05
160,2.915783625212498e-05,4.7149962483672425e-05
161,2.612602838780731e-05,3.149778785882518e-05
162,2.2567806809092872e-05,3.413455851841718e-05
163,2.4932704036473297e-05,3.429444768698886e-05
164,2.5650457246229053e-05,3.309733438072726e-05
165,2.440137177472934e-05,3.0723858799319714e-05
166,2.4354414563276805e-05,3.4927346860058606e-05
167,2.6102110496140085e-05,3.901226955349557e-05
168,3.36349148710724e-05,7.949036080390215e-05
169,6.23683663434349e-05,0.000163587013958022
170,0.00011875804921146482,0.00013177620712667704
171,7.197937520686537e-05,6.401502469088882e-05
172,4.1673531086416915e-05,4.1134706407319754e-05
173,2.7889234843314625e-05,3.423900488996878e-05
174,2.530295205360744e-05,3.597092654672451e-05
175,2.5220942916348577e-05,3.4690416214289144e-05
176,2.5680395992822014e-05,3.766271402128041e-05
177,2.744625999184791e-05,3.95243005186785e-05
178,2.6616506147547625e-05,3.612690488807857e-05
179,2.4511018636985682e-05,3.4256925573572516e-05
180,2.3171685825218447e-05,3.151591954519972e-05
181,2.2461097614723258e-05,2.9887640266679227e-05
182,2.1307110728230327e-05,3.1924922950565815e-05
183,2.104742634401191e-05,2.9558515961980447e-05
184,2.1092386305099353e-05,2.8808379283873364e-05
185,1.916019755299203e-05,2.7241709176450968e-05
186,1.986386996577494e-05,3.4897562727564946e-05
187,2.2902042474015616e-05,2.6762631023302674e-05
188,2.1395488147391006e-05,2.9434877433232032e-05
189,1.9232847989769652e-05,2.5931838536052965e-05
190,1.817742668208666e-05,2.716105336730834e-05
191,1.9274733858765103e-05,3.031456799362786e-05
192,2.2690393961966038e-05,3.1162497180048376e-05
193,2.0414410755620338e-05,2.8939761250512674e-05
194,2.0550054614432156e-05,2.5920759071595967e-05
195,2.1054400349385105e-05,3.1687653972767293e-05
196,2.1009134798077866e-05,2.5671377443359233e-05
197,1.9244023860665038e-05,2.5774012101464905e-05
198,2.0872688764939085e-05,3.1762330763740465e-05
199,2.0105831936234608e-05,2.880658757931087e-05
200,1.9418623196543194e-05,2.9173028451623395e-05
201,1.864008663687855e-05,3.230408765375614e-05
202,2.450048668833915e-05,4.4345179048832506e-05
203,4.4063890527468175e-05,5.613808025373146e-05
204,3.247337372158654e-05,2.8092865250073373e-05
205,2.5862222173600458e-05,3.5390381526667625e-05
206,2.076453347399365e-05,2.7465313905850053e-05
207,2.0143203073530458e-05,2.7528269129106775e-05
208,1.8837308743968606e-05,2.932337883976288e-05
209,1.8008946426562034e-05,2.5969167836592533e-05
210,1.855397567851469e-05,2.5485143851255998e-05
211,1.7200925867655315e-05,2.760257848422043e-05
212,1.991336830542423e-05,2.68191761279013e-05
213,2.0319261238910258e-05,2.647165638336446e-05
214,2.144400423276238e-05,3.225572800147347e-05
215,2.117574513249565e-05,2.9941485991002992e-05
216,1.8396545783616602e-05,2.5451434339629486e-05
217,1.8041291696135886e-05,2.4543807739974e-05
218,1.644633630348835e-05,2.3998543838388287e-05
219,1.6941496141953394e-05,3.15423785650637e-05
220,1.959983455890324e-05,2.8064760044799186e-05
221,1.7525971998111345e-05,2.325485911569558e-05
222,1.5670007996959612e-05,2.3791844796505757e-05
223,1.7853993995231576e-05,2.3936065190355293e-05
224,1.707720548438374e-05,2.262396264995914e-05
225,1.643198811507318e-05,2.385560583206825e-05
226,1.91206818271894e-05,2.8204996851854958e-05
227,2.5059202016564086e-05,2.8053802452632226e-05
228,2.3676853743381798e-05,3.2913671020651236e-05
229,2.3684966436121613e-05,3.130879849777557e-05
230,2.021923501160927e-05,2.7373083867132664e-05
231,1.699236236163415e-05,2.2612115571973845e-05
232,1.5305313354474492e-05,2.3505319404648617e-05
233,1.5948888176353648e-05,2.2119264031061903e-05
234,1.588526720297523e-05,2.4747199859120883e-05
235,1.566538048791699e-05,2.304798545083031e-05
236,1.8073624232783914e-05,2.3183969460660592e-05
237,1.6493353541591205e-05,2.3113054339773953e-05
238,1.560684177093208e-05,2.3930755560286343e-05
239,1.6748555935919285e-05,2.136213515768759e-05
240,1.5029307178338058e-05,2.510250124032609e-05
241,2.9072753022774123e-05,3.522300539771095e-05
242,4.997356518288143e-05,3.55119991581887e-05
243,2.7688281988957897e-05,2.8189460863359272e-05
244,1.8352102415519767e-05,2.5673629352240823e-05
245,2.380863224971108e-05,2.2269228793447837e-05
246,1.677620821283199e-05,2.3264612536877394e-05
247,1.6796977433841676e-05,3.291937173344195e-05
248,2.6974517822964117e-05,3.884798934450373e-05
249,3.739551539183594e-05,4.1299710574094206e-05
250,3.266953717684373e-05,5.4946325690252706e-05
251,2.6447905838722363e-05,2.491063241905067e-05
252,1.7703830963000655e-05,2.4224300432251766e-05
253,1.7122552890214138e-05,2.6909770895144902e-05
254,1.8414020814816467e-05,2.9527156584663317e-05
255,2.9123231797711924e-05,6.101809412939474e-05
256,3.2639924029354006e-05,3.6865007132291794e-05
257,2.671822949196212e-05,2.7913129088119604e-05
258,2.2718293621437624e-05,2.4440854758722708e-05
259,1.8124574125977233e-05,2.351001967326738e-05
260,1.594621062395163e-05,2.191498060710728e-05
261,1.439438528905157e-05,2.2033484128769487e-05
262,1.4375737009686418e-05,2.3513286578236148e-05
263,1.719560896162875e-05,2.366923217778094e-05
264,2.0640292859752662e-05,3.722040491993539e-05
265,3.7768480979138985e-05,2.8261496481718495e-05
266,4.205791265121661e-05,0.0001240200799657032
267,9.311534813605249e-05,7.355717389145866e-05
268,4.052099757245742e-05,3.3721014915499836e-05
269,3.242331513320096e-05,3.0268894988694228e-05
270,4.333887045504525e-05,5.857661017216742e-05
271,3.398701301193796e-05,3.9299447962548584e-05
272,2.4758794097579084e-05,2.5803785320022143e-05
273,2.0834620954701677e-05,2.265736293338705e-05
274,2.0464653061935678e-05,2.8302951250225306e-05
275,2.368595960433595e-05,4.258466651663184e-05
276,3.537925658747554e-05,2.6178222469752654e-05
277,1.9870289179380052e-05,2.8615942937904038e-05
278,1.930696816998534e-05,2.3700435122009367e-05
279,2.1139883756404743e-05,2.0988378309994005e-05
280,1.5741685274406336e-05,1.9719815099961124e-05
281,1.4010128325026017e-05,1.953345417859964e-05
282,1.3662426681548823e-05,2.0256591596989892e-05
283,1.223577964992728e-05,1.916418841574341e-05
284,1.2026387594232801e-05,1.9769955542869866e-05
285,1.226771291840123e-05,1.9233511920901947e-05
286,1.1970007108175196e-05,1.70711828104686e-05
287,1.2806415725208353e-05,2.121868237736635e-05
288,1.3432407286018133e-05,2.279652289871592e-05
289,1.5213721781037748e-05,1.8645117961568758e-05
290,1.5560861356789246e-05,2.3278418666450307e-05
291,1.4146586181595922e-05,2.010734533541836e-05
292,1.628670906939078e-05,1.872210850706324e-05
293,1.688232623564545e-05,1.884830453491304e-05
294,2.5826613637036644e-05,2.32155234698439e-05
295,4.9017846322385594e-05,4.769618681166321e-05
296,2.0893061446258798e-05,1.9599159713834524e-05
297,1.588395389262587e-05,2.8476930310716853e-05
298,1.4115992598817684e-05,1.8345403077546507e-05
299,1.2950944437761791e-05,1.6617570508969948e-05
300,1.1396633453841787e-05,1.7198826753883623e-05
301,1.38213390528108e-05,1.9088904082309455e-05
302,1.2683687600656413e-05,1.844059443101287e-05
303,1.1858532161568291e-05,1.7813275917433202e-05
304,1.511668051534798e-05,3.008670682902448e-05
305,1.7760419723344967e-05,1.7499804016551934e-05
306,1.4496448784484528e-05,1.9664406863739714e-05
307,2.866031354642473e-05,2.40800127357943e-05
308,1.6915673768380657e-05,2.0113406208110973e-05
309,1.538532342237886e-05,1.8057051420328207e-05
310,1.724962203297764e-05,3.414223829167895e-05
311,2.6381114366813563e-05,4.194568100501783e-05
312,3.102190748904832e-05,2.1498946807696484e-05
313,1.718401108519174e-05,2.247050178993959e-05
314,1.728141251078341e-05,3.1375289836432785e-05
315,1.7435915651731193e-05,1.8417980754747987e-05
316,1.2692737982433755e-05,1.8853093934012577e-05
317,1.4236982678994536e-05,2.7755149858421646e-05
318,1.637394234421663e-05,2.8305696105235256e-05
319,1.5159795111685526e-05,2.2052277927286923e-05
320,2.2546590116689913e-05,5.555926327360794e-05
321,3.802649007411674e-05,2.1458256014739163e-05
322,3.879022551700473e-05,7.142916729208082e-05
323,4.368252484709956e-05,2.839708758983761e-05
324,2.0613717424566858e-05,2.2261359845288098e-05
325,1.541701567475684e-05,1.919543865369633e-05
326,1.2214557500556111e-05,1.8560740500106476e-05
327,1.1947202438022941e-05,1.8815931980498135e-05
328,1.1540368177520577e-05,2.2300595446722582e-05
329,1.350702041236218e-05,1.621639239601791e-05
330,1.1114987501059659e-05,1.8626951714395545e-05
331,1.4472861948888749e-05,2.2536940377904102e-05
332,1.6914904335862957e-05,2.1234325686236843e-05
333,2.308030889253132e-05,1.7462469259044155e-05
334,1.3248834875412285e-05,1.695737046247814e-05
335,6.628213304793462e-05,0.00012688370770774782
336,8.668067312100902e-05,4.3131782149430364e-05
337,5.24701717949938e-05,3.134326107101515e-05
338,3.322897828184068e-05,2.5942959837266244e-05
339,2.7901784051209688e-05,1.8620534319779836e-05
340,2.9760849429294467e-05,2.1380441467044875e-05
341,1.833540591178462e-05,2.5120350983343087e-05
342,1.6174079064512625e-05,2.0990246412111446e-05
343,1.2763351151079405e-05,1.672631515248213e-05
344,1.173764030681923e-05,1.744968358252663e-05
345,1.0373807526775636e-05,1.5038943274703342e-05
346,1.0142929568246473e-05,1.6829002561280504e-05
347,9.69393386185402e-06,1.47141472552903e-05
348,1.0888049473578576e-05,1.729895666358061e-05
349,1.0390099305368494e-05,1.721056833048351e-05
350,1.2323702321737073e-05,2.2732061552233063e-05
351,1.3375198250287212e-05,1.7734411812853068e-05
352,1.2668216186284553e-05,1.6896639863261953e-05
353,1.276358489121776e-05,1.6234369468293153e-05
354,1.0449710316606797e-05,1.582350887474604e-05
355,9.98342420643894e-06,1.5018289559520781e-05
356,1.1433407962613273e-05,1.7291678886977024e-05
357,1.078072364180116e-05,1.891879401227925e-05
358,1.1742532478820067e-05,1.8321179595659487e-05
359,1.716209044388961e-05,2.903898166550789e-05
360,1.9378563592908904e-05,2.7662046704790555e-05
361,2.7119724109070376e-05,5.419420267571695e-05
362,5.775575482402928e-05,4.9775640945881605e-05
363,2.861896609829273e-05,3.728612864506431e-05
364,2.611113086459227e-05,5.0836591981351376e-05
365,2.8846659915870987e-05,4.162582990829833e-05
